"","POW_LGA_CODE_2021","LGAName","AgeBracket","NumPeople","Sex","EmploymentType"
"3426","23270","Hume","70 to 74",127,"F","Working Part Time"
"3427","23270","Hume","70 to 74",22,"F","Away From Work"
"3428","23270","Hume","70 to 74",8,"F","Hours Worked Not Stated"
"3429","23270","Hume","75 or over",16,"F","Working Full Time"
"3430","23270","Hume","75 or over",46,"F","Working Part Time"
"3431","23270","Hume","75 or over",5,"F","Away From Work"
"3432","23270","Hume","75 or over",5,"F","Hours Worked Not Stated"
"3433","23350","Indigo","15 to 19",52,"M","Working Full Time"
"3434","23350","Indigo","15 to 19",103,"M","Working Part Time"
"3435","23350","Indigo","15 to 19",27,"M","Away From Work"
"3436","23350","Indigo","15 to 19",3,"M","Hours Worked Not Stated"
"3437","23350","Indigo","20 to 24",87,"M","Working Full Time"
"3438","23350","Indigo","20 to 24",46,"M","Working Part Time"
"3439","23350","Indigo","20 to 24",7,"M","Away From Work"
"3440","23350","Indigo","20 to 24",4,"M","Hours Worked Not Stated"
"3441","23350","Indigo","25 to 29",166,"M","Working Full Time"
"3442","23350","Indigo","25 to 29",31,"M","Working Part Time"
"3443","23350","Indigo","25 to 29",0,"M","Away From Work"
"3444","23350","Indigo","25 to 29",3,"M","Hours Worked Not Stated"
"3445","23350","Indigo","30 to 34",134,"M","Working Full Time"
"3446","23350","Indigo","30 to 34",39,"M","Working Part Time"
"3447","23350","Indigo","30 to 34",7,"M","Away From Work"
"3448","23350","Indigo","30 to 34",4,"M","Hours Worked Not Stated"
"3449","23350","Indigo","35 to 39",158,"M","Working Full Time"
"3450","23350","Indigo","35 to 39",26,"M","Working Part Time"
"3451","23350","Indigo","35 to 39",8,"M","Away From Work"
"3452","23350","Indigo","35 to 39",13,"M","Hours Worked Not Stated"
"3453","23350","Indigo","40 to 44",206,"M","Working Full Time"
"3454","23350","Indigo","40 to 44",30,"M","Working Part Time"
"3455","23350","Indigo","40 to 44",9,"M","Away From Work"
"3456","23350","Indigo","40 to 44",6,"M","Hours Worked Not Stated"
"3457","23350","Indigo","45 to 49",230,"M","Working Full Time"
"3458","23350","Indigo","45 to 49",37,"M","Working Part Time"
"3459","23350","Indigo","45 to 49",16,"M","Away From Work"
"3460","23350","Indigo","45 to 49",3,"M","Hours Worked Not Stated"
"3461","23350","Indigo","50 to 54",250,"M","Working Full Time"
"3462","23350","Indigo","50 to 54",52,"M","Working Part Time"
"3463","23350","Indigo","50 to 54",14,"M","Away From Work"
"3464","23350","Indigo","50 to 54",0,"M","Hours Worked Not Stated"
"3465","23350","Indigo","55 to 59",223,"M","Working Full Time"
"3466","23350","Indigo","55 to 59",63,"M","Working Part Time"
"3467","23350","Indigo","55 to 59",23,"M","Away From Work"
"3468","23350","Indigo","55 to 59",4,"M","Hours Worked Not Stated"
"3469","23350","Indigo","60 to 64",181,"M","Working Full Time"
"3470","23350","Indigo","60 to 64",90,"M","Working Part Time"
"3471","23350","Indigo","60 to 64",24,"M","Away From Work"
"3472","23350","Indigo","60 to 64",0,"M","Hours Worked Not Stated"
"3473","23350","Indigo","65 to 69",82,"M","Working Full Time"
"3474","23350","Indigo","65 to 69",66,"M","Working Part Time"
"3475","23350","Indigo","65 to 69",22,"M","Away From Work"
"3476","23350","Indigo","65 to 69",3,"M","Hours Worked Not Stated"
"3477","23350","Indigo","70 to 74",43,"M","Working Full Time"
"3478","23350","Indigo","70 to 74",47,"M","Working Part Time"
"3479","23350","Indigo","70 to 74",4,"M","Away From Work"
"3480","23350","Indigo","70 to 74",0,"M","Hours Worked Not Stated"
"3481","23350","Indigo","75 or over",43,"M","Working Full Time"
"3482","23350","Indigo","75 or over",41,"M","Working Part Time"
"3483","23350","Indigo","75 or over",4,"M","Away From Work"
"3484","23350","Indigo","75 or over",4,"M","Hours Worked Not Stated"
"3485","23350","Indigo","15 to 19",16,"F","Working Full Time"
"3486","23350","Indigo","15 to 19",145,"F","Working Part Time"
"3487","23350","Indigo","15 to 19",43,"F","Away From Work"
"3488","23350","Indigo","15 to 19",6,"F","Hours Worked Not Stated"
"3489","23350","Indigo","20 to 24",53,"F","Working Full Time"
"3490","23350","Indigo","20 to 24",73,"F","Working Part Time"
"3491","23350","Indigo","20 to 24",12,"F","Away From Work"
"3492","23350","Indigo","20 to 24",3,"F","Hours Worked Not Stated"
"3493","23350","Indigo","25 to 29",73,"F","Working Full Time"
"3494","23350","Indigo","25 to 29",74,"F","Working Part Time"
"3495","23350","Indigo","25 to 29",26,"F","Away From Work"
"3496","23350","Indigo","25 to 29",3,"F","Hours Worked Not Stated"
"3497","23350","Indigo","30 to 34",69,"F","Working Full Time"
"3498","23350","Indigo","30 to 34",85,"F","Working Part Time"
"3499","23350","Indigo","30 to 34",26,"F","Away From Work"
"3500","23350","Indigo","30 to 34",3,"F","Hours Worked Not Stated"
"3501","23350","Indigo","35 to 39",73,"F","Working Full Time"
"3502","23350","Indigo","35 to 39",121,"F","Working Part Time"
"3503","23350","Indigo","35 to 39",19,"F","Away From Work"
"3504","23350","Indigo","35 to 39",0,"F","Hours Worked Not Stated"
"3505","23350","Indigo","40 to 44",111,"F","Working Full Time"
"3506","23350","Indigo","40 to 44",126,"F","Working Part Time"
"3507","23350","Indigo","40 to 44",15,"F","Away From Work"
"3508","23350","Indigo","40 to 44",3,"F","Hours Worked Not Stated"
"3509","23350","Indigo","45 to 49",152,"F","Working Full Time"
"3510","23350","Indigo","45 to 49",145,"F","Working Part Time"
"3511","23350","Indigo","45 to 49",25,"F","Away From Work"
"3512","23350","Indigo","45 to 49",10,"F","Hours Worked Not Stated"
"3513","23350","Indigo","50 to 54",154,"F","Working Full Time"
"3514","23350","Indigo","50 to 54",152,"F","Working Part Time"
"3515","23350","Indigo","50 to 54",13,"F","Away From Work"
"3516","23350","Indigo","50 to 54",5,"F","Hours Worked Not Stated"
"3517","23350","Indigo","55 to 59",129,"F","Working Full Time"
"3518","23350","Indigo","55 to 59",161,"F","Working Part Time"
"3519","23350","Indigo","55 to 59",28,"F","Away From Work"
"3520","23350","Indigo","55 to 59",5,"F","Hours Worked Not Stated"
"3521","23350","Indigo","60 to 64",95,"F","Working Full Time"
"3522","23350","Indigo","60 to 64",154,"F","Working Part Time"
"3523","23350","Indigo","60 to 64",22,"F","Away From Work"
"3524","23350","Indigo","60 to 64",0,"F","Hours Worked Not Stated"
"3525","23350","Indigo","65 to 69",45,"F","Working Full Time"
"3526","23350","Indigo","65 to 69",92,"F","Working Part Time"
"3527","23350","Indigo","65 to 69",23,"F","Away From Work"
"3528","23350","Indigo","65 to 69",9,"F","Hours Worked Not Stated"
"3529","23350","Indigo","70 to 74",19,"F","Working Full Time"
"3530","23350","Indigo","70 to 74",36,"F","Working Part Time"
"3531","23350","Indigo","70 to 74",8,"F","Away From Work"
"3532","23350","Indigo","70 to 74",0,"F","Hours Worked Not Stated"
"3533","23350","Indigo","75 or over",9,"F","Working Full Time"
"3534","23350","Indigo","75 or over",18,"F","Working Part Time"
"3535","23350","Indigo","75 or over",0,"F","Away From Work"
"3536","23350","Indigo","75 or over",3,"F","Hours Worked Not Stated"
"3537","23430","Kingston (Vic.)","15 to 19",375,"M","Working Full Time"
"3538","23430","Kingston (Vic.)","15 to 19",1441,"M","Working Part Time"
"3539","23430","Kingston (Vic.)","15 to 19",215,"M","Away From Work"
"3540","23430","Kingston (Vic.)","15 to 19",29,"M","Hours Worked Not Stated"
"3541","23430","Kingston (Vic.)","20 to 24",1930,"M","Working Full Time"
"3542","23430","Kingston (Vic.)","20 to 24",1988,"M","Working Part Time"
"3543","23430","Kingston (Vic.)","20 to 24",217,"M","Away From Work"
"3544","23430","Kingston (Vic.)","20 to 24",83,"M","Hours Worked Not Stated"
"3545","23430","Kingston (Vic.)","25 to 29",3588,"M","Working Full Time"
"3546","23430","Kingston (Vic.)","25 to 29",1266,"M","Working Part Time"
"3547","23430","Kingston (Vic.)","25 to 29",155,"M","Away From Work"
"3548","23430","Kingston (Vic.)","25 to 29",147,"M","Hours Worked Not Stated"
"3549","23430","Kingston (Vic.)","30 to 34",4140,"M","Working Full Time"
"3550","23430","Kingston (Vic.)","30 to 34",785,"M","Working Part Time"
"3551","23430","Kingston (Vic.)","30 to 34",127,"M","Away From Work"
"3552","23430","Kingston (Vic.)","30 to 34",113,"M","Hours Worked Not Stated"
"3553","23430","Kingston (Vic.)","35 to 39",4224,"M","Working Full Time"
"3554","23430","Kingston (Vic.)","35 to 39",693,"M","Working Part Time"
"3555","23430","Kingston (Vic.)","35 to 39",100,"M","Away From Work"
"3556","23430","Kingston (Vic.)","35 to 39",84,"M","Hours Worked Not Stated"
"3557","23430","Kingston (Vic.)","40 to 44",3980,"M","Working Full Time"
"3558","23430","Kingston (Vic.)","40 to 44",619,"M","Working Part Time"
"3559","23430","Kingston (Vic.)","40 to 44",104,"M","Away From Work"
"3560","23430","Kingston (Vic.)","40 to 44",93,"M","Hours Worked Not Stated"
"3561","23430","Kingston (Vic.)","45 to 49",4132,"M","Working Full Time"
"3562","23430","Kingston (Vic.)","45 to 49",659,"M","Working Part Time"
"3563","23430","Kingston (Vic.)","45 to 49",85,"M","Away From Work"
"3564","23430","Kingston (Vic.)","45 to 49",69,"M","Hours Worked Not Stated"
"3565","23430","Kingston (Vic.)","50 to 54",4088,"M","Working Full Time"
"3566","23430","Kingston (Vic.)","50 to 54",710,"M","Working Part Time"
"3567","23430","Kingston (Vic.)","50 to 54",112,"M","Away From Work"
"3568","23430","Kingston (Vic.)","50 to 54",65,"M","Hours Worked Not Stated"
"3569","23430","Kingston (Vic.)","55 to 59",3587,"M","Working Full Time"
"3570","23430","Kingston (Vic.)","55 to 59",734,"M","Working Part Time"
"3571","23430","Kingston (Vic.)","55 to 59",128,"M","Away From Work"
"3572","23430","Kingston (Vic.)","55 to 59",44,"M","Hours Worked Not Stated"
"3573","23430","Kingston (Vic.)","60 to 64",2421,"M","Working Full Time"
"3574","23430","Kingston (Vic.)","60 to 64",767,"M","Working Part Time"
"3575","23430","Kingston (Vic.)","60 to 64",147,"M","Away From Work"
"3576","23430","Kingston (Vic.)","60 to 64",45,"M","Hours Worked Not Stated"
"3577","23430","Kingston (Vic.)","65 to 69",1005,"M","Working Full Time"
"3578","23430","Kingston (Vic.)","65 to 69",576,"M","Working Part Time"
"3579","23430","Kingston (Vic.)","65 to 69",83,"M","Away From Work"
"3580","23430","Kingston (Vic.)","65 to 69",13,"M","Hours Worked Not Stated"
"3581","23430","Kingston (Vic.)","70 to 74",317,"M","Working Full Time"
"3582","23430","Kingston (Vic.)","70 to 74",335,"M","Working Part Time"
"3583","23430","Kingston (Vic.)","70 to 74",28,"M","Away From Work"
"3584","23430","Kingston (Vic.)","70 to 74",7,"M","Hours Worked Not Stated"
"3585","23430","Kingston (Vic.)","75 or over",99,"M","Working Full Time"
"3586","23430","Kingston (Vic.)","75 or over",226,"M","Working Part Time"
"3587","23430","Kingston (Vic.)","75 or over",25,"M","Away From Work"
"3588","23430","Kingston (Vic.)","75 or over",7,"M","Hours Worked Not Stated"
"3589","23430","Kingston (Vic.)","15 to 19",112,"F","Working Full Time"
"3590","23430","Kingston (Vic.)","15 to 19",1930,"F","Working Part Time"
"3591","23430","Kingston (Vic.)","15 to 19",259,"F","Away From Work"
"3592","23430","Kingston (Vic.)","15 to 19",19,"F","Hours Worked Not Stated"
"3593","23430","Kingston (Vic.)","20 to 24",1120,"F","Working Full Time"
"3594","23430","Kingston (Vic.)","20 to 24",2212,"F","Working Part Time"
"3595","23430","Kingston (Vic.)","20 to 24",308,"F","Away From Work"
"3596","23430","Kingston (Vic.)","20 to 24",56,"F","Hours Worked Not Stated"
"3597","23430","Kingston (Vic.)","25 to 29",2155,"F","Working Full Time"
"3598","23430","Kingston (Vic.)","25 to 29",1280,"F","Working Part Time"
"3599","23430","Kingston (Vic.)","25 to 29",222,"F","Away From Work"
"3600","23430","Kingston (Vic.)","25 to 29",80,"F","Hours Worked Not Stated"
"3601","23430","Kingston (Vic.)","30 to 34",1925,"F","Working Full Time"
"3602","23430","Kingston (Vic.)","30 to 34",1417,"F","Working Part Time"
"3603","23430","Kingston (Vic.)","30 to 34",317,"F","Away From Work"
"3604","23430","Kingston (Vic.)","30 to 34",66,"F","Hours Worked Not Stated"
"3605","23430","Kingston (Vic.)","35 to 39",1793,"F","Working Full Time"
"3606","23430","Kingston (Vic.)","35 to 39",1722,"F","Working Part Time"
"3607","23430","Kingston (Vic.)","35 to 39",237,"F","Away From Work"
"3608","23430","Kingston (Vic.)","35 to 39",54,"F","Hours Worked Not Stated"
"3609","23430","Kingston (Vic.)","40 to 44",1826,"F","Working Full Time"
"3610","23430","Kingston (Vic.)","40 to 44",1703,"F","Working Part Time"
"3611","23430","Kingston (Vic.)","40 to 44",122,"F","Away From Work"
"3612","23430","Kingston (Vic.)","40 to 44",46,"F","Hours Worked Not Stated"
"3613","23430","Kingston (Vic.)","45 to 49",2270,"F","Working Full Time"
"3614","23430","Kingston (Vic.)","45 to 49",1810,"F","Working Part Time"
"3615","23430","Kingston (Vic.)","45 to 49",118,"F","Away From Work"
"3616","23430","Kingston (Vic.)","45 to 49",49,"F","Hours Worked Not Stated"
"3617","23430","Kingston (Vic.)","50 to 54",2220,"F","Working Full Time"
"3618","23430","Kingston (Vic.)","50 to 54",1792,"F","Working Part Time"
"3619","23430","Kingston (Vic.)","50 to 54",170,"F","Away From Work"
"3620","23430","Kingston (Vic.)","50 to 54",32,"F","Hours Worked Not Stated"
"3621","23430","Kingston (Vic.)","55 to 59",1675,"F","Working Full Time"
"3622","23430","Kingston (Vic.)","55 to 59",1517,"F","Working Part Time"
"3623","23430","Kingston (Vic.)","55 to 59",154,"F","Away From Work"
"3624","23430","Kingston (Vic.)","55 to 59",35,"F","Hours Worked Not Stated"
"3625","23430","Kingston (Vic.)","60 to 64",976,"F","Working Full Time"
"3626","23430","Kingston (Vic.)","60 to 64",1222,"F","Working Part Time"
"3627","23430","Kingston (Vic.)","60 to 64",126,"F","Away From Work"
"3628","23430","Kingston (Vic.)","60 to 64",21,"F","Hours Worked Not Stated"
"3629","23430","Kingston (Vic.)","65 to 69",334,"F","Working Full Time"
"3630","23430","Kingston (Vic.)","65 to 69",607,"F","Working Part Time"
"3631","23430","Kingston (Vic.)","65 to 69",81,"F","Away From Work"
"3632","23430","Kingston (Vic.)","65 to 69",18,"F","Hours Worked Not Stated"
"3633","23430","Kingston (Vic.)","70 to 74",78,"F","Working Full Time"
"3634","23430","Kingston (Vic.)","70 to 74",286,"F","Working Part Time"
"3635","23430","Kingston (Vic.)","70 to 74",29,"F","Away From Work"
"3636","23430","Kingston (Vic.)","70 to 74",10,"F","Hours Worked Not Stated"
"3637","23430","Kingston (Vic.)","75 or over",22,"F","Working Full Time"
"3638","23430","Kingston (Vic.)","75 or over",96,"F","Working Part Time"
"3639","23430","Kingston (Vic.)","75 or over",17,"F","Away From Work"
"3640","23430","Kingston (Vic.)","75 or over",9,"F","Hours Worked Not Stated"
"3641","23670","Knox","15 to 19",375,"M","Working Full Time"
"3642","23670","Knox","15 to 19",1345,"M","Working Part Time"
"3643","23670","Knox","15 to 19",168,"M","Away From Work"
"3644","23670","Knox","15 to 19",24,"M","Hours Worked Not Stated"
"3645","23670","Knox","20 to 24",1881,"M","Working Full Time"
"3646","23670","Knox","20 to 24",1413,"M","Working Part Time"
"3647","23670","Knox","20 to 24",159,"M","Away From Work"
"3648","23670","Knox","20 to 24",58,"M","Hours Worked Not Stated"
"3649","23670","Knox","25 to 29",3067,"M","Working Full Time"
"3650","23670","Knox","25 to 29",782,"M","Working Part Time"
"3651","23670","Knox","25 to 29",101,"M","Away From Work"
"3652","23670","Knox","25 to 29",98,"M","Hours Worked Not Stated"
"3653","23670","Knox","30 to 34",3383,"M","Working Full Time"
"3654","23670","Knox","30 to 34",608,"M","Working Part Time"
"3655","23670","Knox","30 to 34",109,"M","Away From Work"
"3656","23670","Knox","30 to 34",91,"M","Hours Worked Not Stated"
"3657","23670","Knox","35 to 39",3671,"M","Working Full Time"
"3658","23670","Knox","35 to 39",510,"M","Working Part Time"
"3659","23670","Knox","35 to 39",90,"M","Away From Work"
"3660","23670","Knox","35 to 39",64,"M","Hours Worked Not Stated"
"3661","23670","Knox","40 to 44",3410,"M","Working Full Time"
"3662","23670","Knox","40 to 44",448,"M","Working Part Time"
"3663","23670","Knox","40 to 44",73,"M","Away From Work"
"3664","23670","Knox","40 to 44",63,"M","Hours Worked Not Stated"
"3665","23670","Knox","45 to 49",3465,"M","Working Full Time"
"3666","23670","Knox","45 to 49",498,"M","Working Part Time"
"3667","23670","Knox","45 to 49",91,"M","Away From Work"
"3668","23670","Knox","45 to 49",42,"M","Hours Worked Not Stated"
"3669","23670","Knox","50 to 54",3405,"M","Working Full Time"
"3670","23670","Knox","50 to 54",538,"M","Working Part Time"
"3671","23670","Knox","50 to 54",102,"M","Away From Work"
"3672","23670","Knox","50 to 54",56,"M","Hours Worked Not Stated"
"3673","23670","Knox","55 to 59",3088,"M","Working Full Time"
"3674","23670","Knox","55 to 59",600,"M","Working Part Time"
"3675","23670","Knox","55 to 59",94,"M","Away From Work"
"3676","23670","Knox","55 to 59",57,"M","Hours Worked Not Stated"
"3677","23670","Knox","60 to 64",2038,"M","Working Full Time"
"3678","23670","Knox","60 to 64",627,"M","Working Part Time"
"3679","23670","Knox","60 to 64",109,"M","Away From Work"
"3680","23670","Knox","60 to 64",26,"M","Hours Worked Not Stated"
"3681","23670","Knox","65 to 69",790,"M","Working Full Time"
"3682","23670","Knox","65 to 69",496,"M","Working Part Time"
"3683","23670","Knox","65 to 69",52,"M","Away From Work"
"3684","23670","Knox","65 to 69",24,"M","Hours Worked Not Stated"
"3685","23670","Knox","70 to 74",198,"M","Working Full Time"
"3686","23670","Knox","70 to 74",287,"M","Working Part Time"
"3687","23670","Knox","70 to 74",20,"M","Away From Work"
"3688","23670","Knox","70 to 74",3,"M","Hours Worked Not Stated"
"3689","23670","Knox","75 or over",83,"M","Working Full Time"
"3690","23670","Knox","75 or over",144,"M","Working Part Time"
"3691","23670","Knox","75 or over",19,"M","Away From Work"
"3692","23670","Knox","75 or over",8,"M","Hours Worked Not Stated"
"3693","23670","Knox","15 to 19",107,"F","Working Full Time"
"3694","23670","Knox","15 to 19",1662,"F","Working Part Time"
"3695","23670","Knox","15 to 19",209,"F","Away From Work"
"3696","23670","Knox","15 to 19",21,"F","Hours Worked Not Stated"
"3697","23670","Knox","20 to 24",1086,"F","Working Full Time"
"3698","23670","Knox","20 to 24",1753,"F","Working Part Time"
"3699","23670","Knox","20 to 24",179,"F","Away From Work"
"3700","23670","Knox","20 to 24",51,"F","Hours Worked Not Stated"
"3701","23670","Knox","25 to 29",1954,"F","Working Full Time"
"3702","23670","Knox","25 to 29",1112,"F","Working Part Time"
"3703","23670","Knox","25 to 29",179,"F","Away From Work"
"3704","23670","Knox","25 to 29",50,"F","Hours Worked Not Stated"
"3705","23670","Knox","30 to 34",1674,"F","Working Full Time"
"3706","23670","Knox","30 to 34",1284,"F","Working Part Time"
"3707","23670","Knox","30 to 34",287,"F","Away From Work"
"3708","23670","Knox","30 to 34",51,"F","Hours Worked Not Stated"
"3709","23670","Knox","35 to 39",1621,"F","Working Full Time"
"3710","23670","Knox","35 to 39",1614,"F","Working Part Time"
"3711","23670","Knox","35 to 39",250,"F","Away From Work"
"3712","23670","Knox","35 to 39",42,"F","Hours Worked Not Stated"
"3713","23670","Knox","40 to 44",1715,"F","Working Full Time"
"3714","23670","Knox","40 to 44",1593,"F","Working Part Time"
"3715","23670","Knox","40 to 44",119,"F","Away From Work"
"3716","23670","Knox","40 to 44",47,"F","Hours Worked Not Stated"
"3717","23670","Knox","45 to 49",1920,"F","Working Full Time"
"3718","23670","Knox","45 to 49",1633,"F","Working Part Time"
"3719","23670","Knox","45 to 49",120,"F","Away From Work"
"3720","23670","Knox","45 to 49",41,"F","Hours Worked Not Stated"
"3721","23670","Knox","50 to 54",1920,"F","Working Full Time"
"3722","23670","Knox","50 to 54",1639,"F","Working Part Time"
"3723","23670","Knox","50 to 54",137,"F","Away From Work"
"3724","23670","Knox","50 to 54",36,"F","Hours Worked Not Stated"
"3725","23670","Knox","55 to 59",1677,"F","Working Full Time"
"3726","23670","Knox","55 to 59",1434,"F","Working Part Time"
"3727","23670","Knox","55 to 59",129,"F","Away From Work"
"3728","23670","Knox","55 to 59",25,"F","Hours Worked Not Stated"
"3729","23670","Knox","60 to 64",945,"F","Working Full Time"
"3730","23670","Knox","60 to 64",1276,"F","Working Part Time"
"3731","23670","Knox","60 to 64",137,"F","Away From Work"
"3732","23670","Knox","60 to 64",26,"F","Hours Worked Not Stated"
"3733","23670","Knox","65 to 69",295,"F","Working Full Time"
"3734","23670","Knox","65 to 69",622,"F","Working Part Time"
"3735","23670","Knox","65 to 69",67,"F","Away From Work"
"3736","23670","Knox","65 to 69",4,"F","Hours Worked Not Stated"
"3737","23670","Knox","70 to 74",65,"F","Working Full Time"
"3738","23670","Knox","70 to 74",215,"F","Working Part Time"
"3739","23670","Knox","70 to 74",16,"F","Away From Work"
"3740","23670","Knox","70 to 74",0,"F","Hours Worked Not Stated"
"3741","23670","Knox","75 or over",15,"F","Working Full Time"
"3742","23670","Knox","75 or over",74,"F","Working Part Time"
"3743","23670","Knox","75 or over",10,"F","Away From Work"
"3744","23670","Knox","75 or over",8,"F","Hours Worked Not Stated"
"3745","23810","Latrobe (Vic.)","15 to 19",283,"M","Working Full Time"
"3746","23810","Latrobe (Vic.)","15 to 19",608,"M","Working Part Time"
"3747","23810","Latrobe (Vic.)","15 to 19",62,"M","Away From Work"
"3748","23810","Latrobe (Vic.)","15 to 19",24,"M","Hours Worked Not Stated"
"3749","23810","Latrobe (Vic.)","20 to 24",905,"M","Working Full Time"
"3750","23810","Latrobe (Vic.)","20 to 24",403,"M","Working Part Time"
"3751","23810","Latrobe (Vic.)","20 to 24",41,"M","Away From Work"
"3752","23810","Latrobe (Vic.)","20 to 24",37,"M","Hours Worked Not Stated"
"3753","23810","Latrobe (Vic.)","25 to 29",1358,"M","Working Full Time"
"3754","23810","Latrobe (Vic.)","25 to 29",264,"M","Working Part Time"
"3755","23810","Latrobe (Vic.)","25 to 29",56,"M","Away From Work"
"3756","23810","Latrobe (Vic.)","25 to 29",56,"M","Hours Worked Not Stated"
"3757","23810","Latrobe (Vic.)","30 to 34",1452,"M","Working Full Time"
"3758","23810","Latrobe (Vic.)","30 to 34",237,"M","Working Part Time"
"3759","23810","Latrobe (Vic.)","30 to 34",47,"M","Away From Work"
"3760","23810","Latrobe (Vic.)","30 to 34",41,"M","Hours Worked Not Stated"
"3761","23810","Latrobe (Vic.)","35 to 39",1463,"M","Working Full Time"
"3762","23810","Latrobe (Vic.)","35 to 39",240,"M","Working Part Time"
"3763","23810","Latrobe (Vic.)","35 to 39",53,"M","Away From Work"
"3764","23810","Latrobe (Vic.)","35 to 39",48,"M","Hours Worked Not Stated"
"3765","23810","Latrobe (Vic.)","40 to 44",1291,"M","Working Full Time"
"3766","23810","Latrobe (Vic.)","40 to 44",205,"M","Working Part Time"
"3767","23810","Latrobe (Vic.)","40 to 44",51,"M","Away From Work"
"3768","23810","Latrobe (Vic.)","40 to 44",31,"M","Hours Worked Not Stated"
"3769","23810","Latrobe (Vic.)","45 to 49",1323,"M","Working Full Time"
"3770","23810","Latrobe (Vic.)","45 to 49",194,"M","Working Part Time"
"3771","23810","Latrobe (Vic.)","45 to 49",47,"M","Away From Work"
"3772","23810","Latrobe (Vic.)","45 to 49",36,"M","Hours Worked Not Stated"
"3773","23810","Latrobe (Vic.)","50 to 54",1397,"M","Working Full Time"
"3774","23810","Latrobe (Vic.)","50 to 54",227,"M","Working Part Time"
"3775","23810","Latrobe (Vic.)","50 to 54",64,"M","Away From Work"
"3776","23810","Latrobe (Vic.)","50 to 54",35,"M","Hours Worked Not Stated"
"3777","23810","Latrobe (Vic.)","55 to 59",1371,"M","Working Full Time"
"3778","23810","Latrobe (Vic.)","55 to 59",252,"M","Working Part Time"
"3779","23810","Latrobe (Vic.)","55 to 59",82,"M","Away From Work"
"3780","23810","Latrobe (Vic.)","55 to 59",28,"M","Hours Worked Not Stated"
"3781","23810","Latrobe (Vic.)","60 to 64",938,"M","Working Full Time"
"3782","23810","Latrobe (Vic.)","60 to 64",265,"M","Working Part Time"
"3783","23810","Latrobe (Vic.)","60 to 64",120,"M","Away From Work"
"3784","23810","Latrobe (Vic.)","60 to 64",25,"M","Hours Worked Not Stated"
"3785","23810","Latrobe (Vic.)","65 to 69",305,"M","Working Full Time"
"3786","23810","Latrobe (Vic.)","65 to 69",204,"M","Working Part Time"
"3787","23810","Latrobe (Vic.)","65 to 69",45,"M","Away From Work"
"3788","23810","Latrobe (Vic.)","65 to 69",12,"M","Hours Worked Not Stated"
"3789","23810","Latrobe (Vic.)","70 to 74",95,"M","Working Full Time"
"3790","23810","Latrobe (Vic.)","70 to 74",112,"M","Working Part Time"
"3791","23810","Latrobe (Vic.)","70 to 74",16,"M","Away From Work"
"3792","23810","Latrobe (Vic.)","70 to 74",8,"M","Hours Worked Not Stated"
"3793","23810","Latrobe (Vic.)","75 or over",32,"M","Working Full Time"
"3794","23810","Latrobe (Vic.)","75 or over",61,"M","Working Part Time"
"3795","23810","Latrobe (Vic.)","75 or over",4,"M","Away From Work"
"3796","23810","Latrobe (Vic.)","75 or over",8,"M","Hours Worked Not Stated"
"3797","23810","Latrobe (Vic.)","15 to 19",132,"F","Working Full Time"
"3798","23810","Latrobe (Vic.)","15 to 19",872,"F","Working Part Time"
"3799","23810","Latrobe (Vic.)","15 to 19",100,"F","Away From Work"
"3800","23810","Latrobe (Vic.)","15 to 19",25,"F","Hours Worked Not Stated"
"3801","23810","Latrobe (Vic.)","20 to 24",620,"F","Working Full Time"
"3802","23810","Latrobe (Vic.)","20 to 24",747,"F","Working Part Time"
"3803","23810","Latrobe (Vic.)","20 to 24",96,"F","Away From Work"
"3804","23810","Latrobe (Vic.)","20 to 24",36,"F","Hours Worked Not Stated"
"3805","23810","Latrobe (Vic.)","25 to 29",962,"F","Working Full Time"
"3806","23810","Latrobe (Vic.)","25 to 29",710,"F","Working Part Time"
"3807","23810","Latrobe (Vic.)","25 to 29",175,"F","Away From Work"
"3808","23810","Latrobe (Vic.)","25 to 29",32,"F","Hours Worked Not Stated"
"3809","23810","Latrobe (Vic.)","30 to 34",759,"F","Working Full Time"
"3810","23810","Latrobe (Vic.)","30 to 34",820,"F","Working Part Time"
"3811","23810","Latrobe (Vic.)","30 to 34",207,"F","Away From Work"
"3812","23810","Latrobe (Vic.)","30 to 34",33,"F","Hours Worked Not Stated"
"3813","23810","Latrobe (Vic.)","35 to 39",711,"F","Working Full Time"
"3814","23810","Latrobe (Vic.)","35 to 39",956,"F","Working Part Time"
"3815","23810","Latrobe (Vic.)","35 to 39",128,"F","Away From Work"
"3816","23810","Latrobe (Vic.)","35 to 39",19,"F","Hours Worked Not Stated"
"3817","23810","Latrobe (Vic.)","40 to 44",756,"F","Working Full Time"
"3818","23810","Latrobe (Vic.)","40 to 44",818,"F","Working Part Time"
"3819","23810","Latrobe (Vic.)","40 to 44",84,"F","Away From Work"
"3820","23810","Latrobe (Vic.)","40 to 44",16,"F","Hours Worked Not Stated"
"3821","23810","Latrobe (Vic.)","45 to 49",879,"F","Working Full Time"
"3822","23810","Latrobe (Vic.)","45 to 49",781,"F","Working Part Time"
"3823","23810","Latrobe (Vic.)","45 to 49",77,"F","Away From Work"
"3824","23810","Latrobe (Vic.)","45 to 49",30,"F","Hours Worked Not Stated"
"3825","23810","Latrobe (Vic.)","50 to 54",823,"F","Working Full Time"
"3826","23810","Latrobe (Vic.)","50 to 54",836,"F","Working Part Time"
